Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-10-30 08:56:31,false,"İzmit Koşu (Cumhuriyet Koşusu)","9.33","828","00:53:27","175","182","--","150","155","5:44","5:17","352","366","1.16","--","--","--","--","--","0.0","--","--","7,980","--","19.0","No","00:01:55.6","10","29.0","00:53:19","00:53:27","-19","98"
Virtual Running,2021-10-27 18:16:01,false,"Zwift Run - Watopia","7.22","590","00:42:21","167","177","--","142","148","5:52","5:22","--","--","1.20","--","--","--","--","--","0.0","--","--","--","--","--","No","00:42:21","1","--","00:42:15","00:42:27","--","1"
Treadmill Running,2021-10-25 17:50:43,false,"Koşu Bandı Koşusu","5.30","443","00:30:20","165","174","--","144","152","5:43","3:27","--","--","1.80","--","--","--","--","--","0.0","--","--","4,348","--","23.0","No","00:03:09.6","8","29.0","00:30:02","00:30:20","--","--"
Treadmill Running,2021-10-13 18:02:00,false,"Koşu Bandı Koşusu","7.40","633","00:45:24","159","169","--","141","149","6:08","3:41","--","--","1.79","--","--","--","--","--","0.0","--","--","6,394","--","25.0","No","00:02:00.3","12","30.0","00:45:01","00:45:24","--","--"
Treadmill Running,2021-10-08 17:19:38,false,"Koşu Bandı Koşusu","8.00","686","00:48:06","161","172","--","143","155","6:01","3:29","--","--","1.81","--","--","--","--","--","0.0","--","--","6,834","--","26.0","No","00:01:30.3","13","30.0","00:47:57","00:48:06","--","--"
Treadmill Running,2021-10-06 18:22:21,false,"Koşu Bandı Koşusu (Fartlek)","7.40","640","00:45:36","159","165","--","142","151","6:10","3:26","--","--","1.80","--","--","--","--","--","0.0","--","--","6,474","--","25.0","No","00:02:40.5","12","30.0","00:45:21","00:45:36","--","--"
Running,2021-10-04 17:34:13,false,"Gölcük Koşu","5.01","401","00:29:08","161","177","--","147","156","5:49","5:13","144","162","1.17","--","--","--","--","--","0.0","--","--","4,274","--","19.0","No","00:00:03.2","6","25.0","00:29:04","00:45:09","-65","-26"
Treadmill Running,2021-10-03 17:29:41,false,"Koşu Bandı Koşusu","12.30","1,086","01:15:24","164","174","--","144","180","6:08","3:34","--","--","1.78","--","--","--","--","--","0.0","--","--","10,832","--","25.0","No","00:01:21.9","20","31.0","01:15:21","01:15:24","--","--"
Treadmill Running,2021-10-01 17:31:07,false,"Koşu Bandı Koşusu","8.00","668","00:48:06","158","170","--","144","151","6:01","3:21","--","--","1.84","--","--","--","--","--","0.0","--","--","6,898","--","25.0","No","00:02:41.4","13","30.0","00:47:46","00:48:06","--","--"
Treadmill Running,2021-09-29 17:56:52,false,"Koşu Bandı Koşusu (Fartlek)","7.40","634","00:45:27","158","169","--","144","240","6:09","2:49","--","--","1.76","--","--","--","--","--","0.0","--","--","6,528","--","25.0","No","00:02:10.3","12","30.0","00:45:12","00:45:27","--","--"
Treadmill Running,2021-09-26 15:47:15,false,"Koşu Bandı Koşusu","12.30","991","01:15:25","156","168","--","144","150","6:08","3:18","--","--","1.80","--","--","--","--","--","0.0","--","--","10,826","--","25.0","No","00:02:22.6","20","31.0","01:15:12","01:15:25","--","--"
Treadmill Running,2021-09-24 17:36:14,false,"Koşu Bandı Koşusu","8.00","698","00:48:09","164","174","--","144","240","6:01","3:17","--","--","1.79","--","--","--","--","--","0.0","--","--","6,890","--","26.0","No","00:01:31.4","13","31.0","00:47:47","00:48:09","--","--"
Treadmill Running,2021-09-18 17:39:58,false,"Koşu Bandı Koşusu","10.00","908","01:00:05","170","183","--","144","159","6:00","3:18","--","--","1.83","--","--","--","--","--","0.0","--","--","8,610","--","27.0","No","00:03:03.3","16","33.0","--:--:--","01:00:05","--","--"
Treadmill Running,2021-09-13 17:43:06,false,"Koşu Bandı Koşusu","7.00","661","00:44:17","168","179","--","142","153","6:20","3:29","--","--","1.80","--","--","--","--","--","0.0","--","--","6,260","--","28.0","No","00:01:23.5","12","31.0","--:--:--","00:44:17","--","--"
Treadmill Running,2021-09-06 21:57:50,false,"Koşu Bandı Koşusu","4.60","389","00:30:21","149","161","--","139","180","6:36","3:07","--","--","1.79","--","--","--","--","--","0.0","--","--","4,222","--","28.0","No","00:02:21.4","8","31.0","--:--:--","00:31:01","--","--"
Running,2021-09-04 13:12:18,false,"Gölcük Koşu","7.02","627","00:46:02","160","169","--","147","154","6:33","5:36","285","319","1.04","--","--","--","--","--","0.0","--","--","6,738","--","28.0","No","00:01:51.9","9","33.0","00:45:53","00:46:22","-38","21"
Treadmill Running,2021-09-03 17:17:45,false,"Koşu Bandı Koşusu","6.20","534","00:40:04","155","160","--","140","147","6:28","3:38","--","--","1.81","--","--","--","--","--","0.0","--","--","5,580","--","28.0","No","00:00:44.1","11","31.0","--:--:--","00:40:04","--","--"
Treadmill Running,2021-09-02 17:38:30,false,"Koşu Bandı Koşusu (Fartlek)","6.90","663","00:45:19","165","179","--","141","149","6:34","3:34","--","--","1.79","--","--","--","--","--","0.0","--","--","6,348","--","29.0","No","00:01:44.9","12","33.0","--:--:--","00:45:19","--","--"
Treadmill Running,2021-08-31 16:32:17,false,"Koşu Bandı Koşusu (İnterval)","6.20","615","00:40:18","172","185","--","140","151","6:30","3:32","--","--","1.76","--","--","--","--","--","0.0","--","--","5,632","--","30.0","No","00:03:54.0","10","33.0","--:--:--","00:40:18","--","--"
Running,2021-08-26 06:36:09,false,"Kuşadası Koşu","7.21","606","00:45:50","155","168","--","145","210","6:21","5:05","149","165","1.09","--","--","--","--","--","0.0","--","--","6,668","--","26.0","No","00:01:18.3","8","31.0","00:45:41","00:52:59","-32","5"
Running,2021-08-24 06:40:08,false,"Kuşadası Koşu","7.24","660","00:47:16","165","175","--","146","158","6:31","5:19","198","202","1.05","--","--","--","--","--","0.0","--","--","6,896","--","27.0","No","00:02:04.3","13","32.0","00:47:07","00:48:01","-22","4"
Running,2021-08-22 06:34:17,false,"Kuşadası Koşu","10.13","934","01:06:54","163","176","--","147","211","6:36","5:37","280","241","1.03","--","--","--","--","--","0.0","--","--","9,866","--","27.0","No","00:00:49.2","11","31.0","01:06:26","01:08:34","24","71"
Running,2021-08-17 06:36:46,false,"Kuşadası Koşu","8.01","653","00:53:53","152","163","--","146","226","6:43","5:16","328","299","1.02","--","--","--","--","--","0.0","--","--","7,824","--","26.0","No","00:01:01.8","17","31.0","00:53:46","00:54:12","14","75"
Running,2021-08-16 18:20:17,false,"Kuşadası Koşu","5.45","446","00:31:45","163","173","--","147","151","5:50","5:26","150","116","1.16","--","--","--","--","--","0.0","--","--","4,684","--","27.0","No","00:02:29.7","6","31.0","00:31:37","00:32:06","4","37"
Running,2021-08-13 06:34:41,false,"Kuşadası Koşu","7.15","602","00:45:42","159","169","--","149","156","6:23","5:26","147","151","1.05","--","--","--","--","--","0.0","--","--","6,770","--","28.0","No","00:00:25.6","11","32.0","00:45:40","00:45:42","-6","16"
Running,2021-08-12 06:30:27,false,"Kuşadası KoÅu","4.84","434","00:31:20","162","173","--","147","153","6:28","6:08","101","92","1.05","--","--","--","--","--","0.0","--","--","4,628","--","27.0","No","00:05:26.1","5","30.0","00:31:13","00:32:03","4","26"
Running,2021-08-11 18:33:50,false,"Kuşadası KoÅu","7.25","641","00:49:57","159","174","--","146","151","6:53","5:55","146","135","1.00","--","--","--","--","--","0.0","--","--","7,262","--","28.0","No","00:01:39.9","8","32.0","00:49:55","00:51:46","-2","20"
Running,2021-08-10 18:26:42,false,"Kuşadası Koşu","6.01","586","00:41:31","164","177","--","145","151","6:55","6:03","132","137","1.00","--","--","--","--","--","0.0","--","--","6,026","--","27.0","No","00:00:02.6","7","32.0","00:39:36","00:42:18","-219","-189"
Running,2021-08-07 06:39:48,false,"Kuşadası Koşu","4.09","350","00:25:53","155","162","--","147","153","6:20","5:37","78","80","1.07","--","--","--","--","--","0.0","--","--","3,808","--","27.0","No","00:00:37.0","5","31.0","00:25:51","00:25:53","2","29"
Running,2021-08-06 06:40:40,false,"Kuşadası Koşu","8.09","697","00:50:55","160","173","--","148","158","6:18","5:22","179","191","1.07","--","--","--","--","--","0.0","--","--","7,500","--","29.0","No","00:01:52.5","10","32.0","00:50:47","00:51:24","-3","21"
Running,2021-08-05 06:33:12,false,"Aydın Koşu","8.22","706","00:51:16","161","170","--","147","151","6:14","5:13","196","206","1.09","--","--","--","--","--","0.0","--","--","7,534","--","29.0","No","00:01:27.2","9","31.0","00:51:09","00:51:40","-22","10"
Running,2021-08-03 06:26:31,false,"Kuşadası Koşu","8.03","714","00:51:47","165","176","--","148","158","6:27","5:07","366","336","1.05","--","--","--","--","--","0.0","--","--","7,598","--","28.0","No","00:00:26.3","16","31.0","00:51:42","00:51:47","-119","28"
Running,2021-08-01 06:15:28,false,"Kuşadası Koşu","9.22","806","01:00:05","159","168","--","147","151","6:31","6:07","186","186","1.04","--","--","--","--","--","0.0","--","--","8,840","--","28.0","No","00:01:32.2","10","31.0","01:00:02","01:00:13","-17","27"
Running,2021-07-30 06:35:09,false,"Kuşadası Koşu","8.01","726","00:51:15","167","177","--","148","156","6:24","5:20","207","205","1.05","--","--","--","--","--","0.0","--","--","7,564","--","30.0","No","00:01:42.6","11","32.0","00:51:12","00:51:15","-11","16"
Running,2021-07-29 06:29:50,false,"Kuşadası Koşu","7.32","672","00:46:32","169","179","--","149","153","6:21","5:56","132","121","1.06","--","--","--","--","--","0.0","--","--","6,898","--","29.0","No","00:02:01.3","8","32.0","00:46:29","00:46:41","--","20"
Running,2021-07-27 06:27:37,false,"Kuşadası Koşu","6.36","579","00:40:22","171","180","--","147","161","6:21","4:53","186","159","1.07","--","--","--","--","--","0.0","--","--","5,930","--","28.0","No","00:00:24.3","14","32.0","00:40:20","00:41:30","-1","42"
Running,2021-07-26 06:23:58,false,"Kuşadası Koşu","4.56","388","00:30:02","153","165","--","147","151","6:35","6:10","78","101","1.04","--","--","--","--","--","0.0","--","--","4,392","--","28.0","No","00:03:36.8","5","30.0","00:30:02","00:30:02","-37","-9"
Running,2021-07-23 06:00:45,false,"Kuşadası Koşu","7.01","584","00:42:53","159","171","--","148","156","6:07","5:45","131","127","1.10","--","--","--","--","--","0.0","--","--","6,340","--","27.0","No","00:00:02.2","8","31.0","00:42:50","00:43:27","2","22"
Running,2021-07-19 18:23:18,false,"Kuşadası Koşu","7.18","599","00:44:11","160","170","--","146","153","6:09","5:35","458","635","1.11","--","--","--","--","--","0.0","--","--","6,458","--","27.0","No","00:01:03.7","8","32.0","00:43:40","00:44:29","-277","15"
Running,2021-07-17 06:03:04,false,"Kuşadası Koşu","10.73","868","01:03:33","164","176","--","150","162","5:55","5:21","358","329","1.13","--","--","--","--","--","0.0","--","--","9,476","--","26.0","No","00:04:13.0","11","32.0","01:03:30","01:03:33","-40","36"
Running,2021-07-16 18:56:40,false,"Kuşadası Koşu","5.01","401","00:30:12","159","172","--","146","153","6:02","5:47","84","102","1.13","--","--","--","--","--","0.0","--","--","4,408","--","28.0","No","00:00:02.2","6","32.0","00:30:11","00:30:12","-14","11"
Running,2021-07-15 06:30:23,false,"Kuşadası Koşu","7.04","611","00:42:28","166","175","--","148","153","6:02","5:47","116","121","1.12","--","--","--","--","--","0.0","--","--","6,252","--","28.0","No","00:00:14.2","8","30.0","00:42:25","00:42:28","-11","15"
Running,2021-07-14 06:27:13,false,"Kuşadası Koşu","8.03","690","00:48:11","166","174","--","148","156","6:00","5:32","196","180","1.13","--","--","--","--","--","0.0","--","--","7,086","--","29.0","No","00:00:09.4","9","31.0","00:48:08","00:48:11","-22","31"
Running,2021-07-10 06:29:12,false,"Kuşadası Koşu","7.01","578","00:42:56","158","167","--","148","154","6:07","5:37","153","156","1.11","--","--","--","--","--","0.0","--","--","6,316","--","29.0","No","00:00:03.8","8","30.0","00:42:54","00:42:56","-17","20"
Running,2021-07-09 18:10:28,false,"Kuşadası Koşu","5.82","477","00:34:53","162","175","--","147","154","5:59","5:48","152","131","1.14","--","--","--","--","--","0.0","--","--","5,124","--","30.0","No","00:04:52.0","6","33.0","00:34:49","00:34:53","3","41"
Running,2021-07-07 06:31:27,false,"Kuşadası Koşu","10.35","899","01:05:25","166","176","--","148","154","6:19","5:48","207","216","1.07","--","--","--","--","--","0.0","--","--","9,642","--","29.0","No","00:02:14.6","11","33.0","01:05:22","01:05:57","-11","15"
Running,2021-07-05 06:25:59,false,"Kuşadası Koşu","7.28","608","00:45:36","162","173","--","146","151","6:16","5:36","182","178","1.09","--","--","--","--","--","0.0","--","--","6,638","--","28.0","No","00:01:41.0","8","30.0","00:45:32","00:45:41","-17","17"
Running,2021-07-03 06:31:15,false,"Kuşadası Koşu","7.01","582","00:43:13","165","178","--","147","153","6:10","5:51","186","189","1.10","--","--","--","--","--","0.0","--","--","6,350","--","29.0","No","00:00:01.9","8","32.0","00:43:10","00:43:40","-19","10"
Running,2021-07-01 06:29:44,false,"Kuşadası Koşu","5.17","429","00:30:26","168","177","--","148","153","5:53","5:41","88","75","1.15","--","--","--","--","--","0.0","--","--","4,484","--","28.0","No","00:01:00.6","6","31.0","00:30:24","00:30:26","-2","19"
Running,2021-06-28 06:35:42,false,"Kuşadası Koşu","7.14","657","00:46:25","169","178","--","150","158","6:30","5:15","162","125","1.03","--","--","--","--","--","0.0","--","--","6,932","--","30.0","No","00:00:55.6","8","31.0","00:46:23","00:46:29","-14","42"
Running,2021-06-24 06:08:35,false,"Kuşadası Koşu","6.01","521","00:38:02","166","175","--","150","158","6:20","5:52","74","83","1.05","--","--","--","--","--","0.0","--","--","5,714","--","29.0","No","00:00:03.4","7","32.0","00:37:57","00:40:19","-5","11"
Running,2021-06-23 06:26:57,false,"Kuşadası Koşu","6.50","579","00:40:33","167","177","--","150","233","6:14","5:48","81","94","1.07","--","--","--","--","--","0.0","--","--","6,074","--","28.0","No","00:03:07.7","7","31.0","00:40:27","00:44:01","-12","47"
Running,2021-06-21 06:29:20,false,"Kuşadası Koşu","7.00","458","00:45:00","165","173","--","150","156","6:26","5:40","114","99","1.08","--","--","--","--","--","0.0","--","--","4,722","--","28.0","No","00:00:49.4","6","31.0","00:31:31","00:31:39","3","29"
Running,2021-06-19 06:26:28,false,"Kuşadası Koşu","7.01","645","00:43:51","167","178","--","151","156","6:15","5:58","114","115","1.06","--","--","--","--","--","0.0","--","--","6,598","--","28.0","No","00:00:04.7","8","31.0","00:43:48","00:44:17","-10","20"
Running,2021-06-18 06:06:34,false,"Aydın Koşu","7.01","651","00:43:20","169","177","--","152","158","6:11","5:42","168","192","1.06","--","--","--","--","--","0.0","--","--","6,554","--","27.0","No","00:00:03.5","8","30.0","00:43:17","00:43:32","-28","9"
Running,2021-06-17 14:49:07,false,"Kuşadası Koşu","3.01","267","00:17:27","168","178","--","151","158","5:48","5:30","41","86","1.14","--","--","--","--","--","0.0","--","--","2,620","--","29.0","No","00:00:01.4","4","32.0","00:17:25","00:17:27","-54","5"
Running,2021-06-09 06:06:27,false,"Kuşadası Koşu","10.01","893","00:59:27","166","171","--","152","158","5:56","5:26","190","195","1.11","--","--","--","--","--","0.0","--","--","9,002","--","27.0","No","00:00:03.3","11","31.0","00:59:24","00:59:30","-12","13"
Running,2021-06-07 06:22:53,false,"Kuşadası Koşu","7.01","618","00:42:12","162","171","--","148","156","6:01","5:38","150","155","1.12","--","--","--","--","--","0.0","--","--","6,238","--","26.0","No","00:00:01.8","8","30.0","00:42:08","00:42:57","-25","7"
Running,2021-06-05 07:03:14,false,"Kuşadası Koşu","13.01","1,145","01:15:30","167","177","--","151","159","5:48","5:21","203","211","1.14","--","--","--","--","--","0.0","--","--","11,354","--","23.0","No","00:00:01.7","14","31.0","01:15:25","01:16:53","-15","10"
Treadmill Running,2021-06-03 16:44:38,false,"Koşu Bandı Koşusu","5.00","441","00:33:26","148","157","--","141","151","6:41","3:31","--","--","1.64","--","--","--","--","--","0.0","--","--","4,716","--","25.0","No","00:03:14.2","8","31.0","00:33:21","00:33:26","--","--"
Treadmill Running,2021-06-02 22:04:06,false,"Koşu Bandı Koşusu","5.00","464","00:33:28","152","160","--","140","149","6:42","3:34","--","--","1.61","--","--","--","--","--","0.0","--","--","4,666","--","25.0","No","00:02:21.3","8","29.0","00:33:19","00:33:29","--","--"
Treadmill Running,2021-06-01 15:59:55,false,"Koşu Bandı Koşusu","6.00","585","00:40:02","158","166","--","142","248","6:40","2:32","--","--","1.60","--","--","--","--","--","0.0","--","--","5,662","--","26.0","No","00:00:25.3","10","30.0","00:39:55","00:40:02","--","--"
Running,2021-05-31 17:01:25,false,"Gölcük Koşu","7.03","656","00:43:23","167","176","--","149","161","6:10","5:37","208","222","1.09","--","--","--","--","--","0.0","--","--","6,454","--","24.0","No","00:00:11.1","8","28.0","00:43:20","00:43:38","-36","24"
Treadmill Running,2021-05-30 18:12:22,false,"Koşu Bandı Koşusu","5.00","483","00:31:32","162","170","--","142","250","6:18","2:28","--","--","1.71","--","--","--","--","--","0.0","--","--","4,478","--","26.0","No","00:02:55.0","8","32.0","00:31:21","00:31:34","--","--"
Treadmill Running,2021-05-29 17:51:17,false,"Koşu Bandı Koşusu","2.00","178","00:12:12","153","163","--","143","240","6:06","2:33","--","--","1.80","--","--","--","--","--","0.0","--","--","1,742","--","25.0","No","00:00:33.1","4","28.0","00:12:12","00:12:12","--","--"
Treadmill Running,2021-05-28 16:13:06,false,"Koşu Bandı Koşusu","5.00","468","00:32:31","154","160","--","143","151","6:30","3:35","--","--","1.61","--","--","--","--","--","0.0","--","--","4,628","--","27.0","No","00:02:10.9","8","31.0","00:32:18","00:32:31","--","--"
Running,2021-05-27 15:55:52,false,"Gölcük Koşu","7.01","656","00:43:41","163","171","--","149","159","6:14","5:30","273","288","1.08","--","--","--","--","--","0.0","--","--","6,472","--","27.0","No","00:00:04.3","8","30.0","00:43:35","00:43:44","-38","14"
Treadmill Running,2021-05-26 17:57:29,false,"Koşu Bandı Koşusu","3.00","286","00:20:27","149","158","--","139","151","6:49","3:36","--","--","1.75","--","--","--","--","--","0.0","--","--","2,816","--","27.0","No","00:04:02.0","5","30.0","00:20:18","00:20:29","--","--"
Running,2021-05-24 15:10:33,false,"Gölcük Koşu","7.01","624","00:42:21","161","170","--","147","156","6:02","5:22","346","352","1.12","--","--","--","--","--","0.0","--","--","6,228","--","28.0","No","00:00:05.2","8","31.0","00:42:16","00:42:21","-10","58"
Treadmill Running,2021-05-23 18:12:43,false,"Koşu Bandı Koşusu","5.00","480","00:33:26","154","163","--","140","148","6:41","3:26","--","--","1.69","--","--","--","--","--","0.0","--","--","4,644","--","26.0","No","00:03:47.7","8","31.0","00:33:12","00:33:28","--","--"
Treadmill Running,2021-05-22 13:20:39,false,"Koşu Bandı Koşusu","5.00","469","00:31:16","158","168","--","142","151","6:15","3:28","--","--","1.77","--","--","--","--","--","0.0","--","--","4,396","--","25.0","No","00:03:25.6","8","30.0","00:31:02","00:31:22","--","--"
Running,2021-05-20 17:57:51,false,"Gölcük Koşu","5.01","453","00:30:40","159","167","--","147","156","6:07","5:25","172","177","1.11","--","--","--","--","--","0.0","--","--","4,506","--","26.0","No","00:00:03.4","6","30.0","00:30:36","00:30:40","-2","27"
Running,2021-05-19 13:15:18,false,"Gölcük Koşu","10.01","948","01:02:48","166","174","--","148","158","6:17","5:17","393","377","1.08","--","--","--","--","--","0.0","--","--","9,282","--","29.0","No","00:00:01.9","11","34.0","01:02:43","01:02:48","-16","34"
Running,2021-05-18 17:10:19,false,"Gölcük Koşu","5.01","470","00:29:41","169","176","--","148","164","5:56","5:13","86","115","1.14","--","--","--","--","--","0.0","--","--","4,384","--","21.0","No","00:00:02.4","6","30.0","00:29:33","00:29:41","-18","16"
Running,2021-05-17 18:14:01,false,"Koşu","3.54","366","00:23:09","165","173","--","147","154","6:33","5:32","2","--","1.04","--","--","--","--","--","0.0","--","--","3,386","--","25.0","No","00:03:19.6","4","30.0","00:23:08","00:23:09","-500","-500"
Treadmill Running,2021-05-16 16:10:58,false,"Koşu Bandı Koşusu","5.00","481","00:33:26","153","162","--","140","250","6:41","3:22","--","--","1.69","--","--","--","--","--","0.0","--","--","4,638","--","26.0","No","00:03:55.1","8","30.0","00:33:22","00:33:26","--","--"
Treadmill Running,2021-05-15 16:47:23,false,"Koşu Bandı Koşusu","5.00","466","00:30:07","161","171","--","141","220","6:01","2:39","--","--","1.95","--","--","--","--","--","0.0","--","--","4,228","--","26.0","No","00:01:11.9","9","31.0","00:29:53","00:30:07","--","--"
Treadmill Running,2021-05-13 18:18:48,false,"Koşu Bandı Koşusu","12.00","1,181","01:20:11","160","167","--","142","231","6:41","2:39","--","--","1.63","--","--","--","--","--","0.0","--","--","11,338","--","26.0","No","00:02:15.5","19","31.0","01:20:07","01:20:17","--","--"
Treadmill Running,2021-05-11 17:02:36,false,"Koşu Bandı Koşusu","7.00","704","00:45:18","163","174","--","142","240","6:28","2:32","--","--","1.69","--","--","--","--","--","0.0","--","--","6,378","--","23.0","No","00:03:46.5","11","29.0","00:45:05","00:45:18","--","--"
Treadmill Running,2021-05-10 16:50:10,false,"Koşu Bandı Koşusu","7.00","707","00:46:51","158","167","--","140","147","6:42","3:25","--","--","1.65","--","--","--","--","--","0.0","--","--","6,526","--","23.0","No","00:03:44.9","11","29.0","00:46:44","00:46:51","--","--"
Treadmill Running,2021-05-09 13:55:24,false,"Koşu Bandı Koşusu","10.00","926","01:06:46","154","161","--","141","228","6:41","2:53","--","--","1.66","--","--","--","--","--","0.0","--","--","9,370","--","24.0","No","00:02:51.8","16","30.0","01:06:37","01:06:46","--","--"
Treadmill Running,2021-05-08 15:57:59,false,"Koşu Bandı Koşusu","5.00","473","00:30:21","161","170","--","144","227","6:04","2:57","--","--","1.95","--","--","--","--","--","0.0","--","--","4,330","--","26.0","No","00:01:54.5","9","30.0","00:30:18","00:30:21","--","--"
Treadmill Running,2021-05-07 16:19:47,false,"Koşu Bandı Koşusu","7.50","627","00:59:35","142","164","--","125","158","7:57","3:16","--","--","1.57","--","--","--","--","--","0.0","--","--","7,432","--","27.0","No","00:03:17.9","12","31.0","00:57:56","00:59:36","--","--"
Treadmill Running,2021-05-05 16:39:01,false,"Koşu Bandı Koşusu","4.00","368","00:30:16","144","160","--","129","146","7:34","3:05","--","--","1.65","--","--","--","--","--","0.0","--","--","3,864","--","26.0","No","00:03:39.4","7","30.0","00:29:25","00:30:16","--","--"
Treadmill Running,2021-05-04 16:07:04,false,"Koşu Bandı Koşusu","7.00","706","00:46:46","159","173","--","138","150","6:41","3:12","--","--","1.67","--","--","--","--","--","0.0","--","--","6,514","--","27.0","No","00:04:00.0","11","32.0","00:46:33","00:46:46","--","--"
Treadmill Running,2021-05-03 17:18:10,false,"Koşu Bandı Koşusu","6.00","612","00:42:06","160","176","--","133","153","7:01","3:05","--","--","1.58","--","--","--","--","--","0.0","--","--","5,564","--","27.0","No","00:03:58.6","9","32.0","00:41:29","00:42:06","--","--"
Treadmill Running,2021-04-30 17:37:23,false,"Koşu Bandı Koşusu","5.00","480","00:31:26","159","169","--","141","148","6:17","3:16","--","--","1.81","--","--","--","--","--","0.0","--","--","4,402","--","26.0","No","00:03:40.7","8","31.0","00:31:13","00:31:30","--","--"
Treadmill Running,2021-04-29 14:46:03,false,"Koşu Bandı Koşusu","5.70","561","00:40:16","152","164","--","135","158","7:04","3:15","--","--","1.57","--","--","--","--","--","0.0","--","--","5,414","--","26.0","No","00:03:59.6","9","31.0","00:39:05","00:40:16","--","--"
Treadmill Running,2021-04-28 16:20:07,false,"Koşu Bandı Koşusu","5.00","473","00:30:30","161","171","--","141","195","6:06","3:18","--","--","1.72","--","--","--","--","--","0.0","--","--","4,294","--","27.0","No","00:02:02.7","8","31.0","00:30:14","00:30:32","--","--"
Treadmill Running,2021-04-27 14:53:38,false,"Koşu Bandı Koşusu","8.10","736","01:00:05","154","174","--","124","151","7:25","2:58","--","--","1.48","--","--","--","--","--","0.0","--","--","7,434","--","23.0","No","00:03:46.5","12","30.0","00:55:49","01:00:07","--","--"
Treadmill Running,2021-04-22 16:15:07,false,"Koşu Bandı Koşusu","8.00","705","00:59:51","153","173","--","116","228","7:29","2:53","--","--","1.38","--","--","--","--","--","0.0","--","--","6,908","--","24.0","No","00:04:18.5","10","30.0","00:53:04","00:59:51","--","--"
Running,2021-04-20 13:55:00,false,"Gölcük Koşu","8.01","774","00:50:37","167","174","--","148","159","6:19","4:30","473","475","1.07","--","--","--","--","--","0.0","--","--","7,494","--","24.0","No","00:00:03.1","9","29.0","00:50:29","00:50:37","-92","43"
Treadmill Running,2021-04-19 15:55:29,false,"Koşu Bandı Koşusu","7.70","685","01:00:16","151","173","--","122","151","7:50","3:19","--","--","1.38","--","--","--","--","--","0.0","--","--","7,372","--","23.0","No","00:03:07.5","11","30.0","00:58:23","01:00:16","--","--"
Treadmill Running,2021-04-18 17:14:40,false,"Koşu Bandı Koşusu","7.10","714","00:50:21","160","179","--","131","220","7:05","2:52","--","--","1.52","--","--","--","--","--","0.0","--","--","6,590","--","23.0","No","00:03:22.0","11","30.0","00:48:38","00:50:21","--","--"
Running,2021-04-16 13:57:47,false,"Gölcük Koşu","10.51","1,021","01:05:30","169","176","--","147","213","6:14","5:11","400","398","1.09","--","--","--","--","--","0.0","--","--","9,594","--","21.0","No","00:03:01.1","11","27.0","01:05:25","01:06:02","-31","22"
Treadmill Running,2021-04-14 16:47:30,false,"Koşu Bandı Koşusu","5.00","321","00:50:45","109","119","--","101","150","10:09","6:27","--","--","1.17","--","--","--","--","--","0.0","--","--","5,152","--","26.0","No","00:00:16.9","7","28.0","00:44:44","00:51:22","--","--"
Running,2021-04-13 15:37:52,false,"Gölcük Koşu","10.02","1,006","01:03:24","168","175","--","144","155","6:20","4:47","331","357","1.10","--","--","--","--","--","0.0","--","--","9,128","--","21.0","No","00:00:07.1","11","27.0","01:02:32","01:05:18","-27","31"
Treadmill Running,2021-04-11 16:44:26,false,"Koşu Bandı Koşusu","10.00","1,100","01:07:08","166","171","--","140","155","6:43","2:57","--","--","1.79","--","--","--","--","--","0.0","--","--","9,326","--","21.0","No","00:03:33.3","17","30.0","01:06:43","01:07:08","--","--"
Running,2021-04-09 15:25:24,false,"Gölcük Koşu","7.05","699","00:47:19","162","181","--","139","222","6:43","5:16","287","303","1.07","--","--","--","--","--","0.0","--","--","6,572","--","14.0","No","00:00:21.6","8","19.0","00:47:14","00:47:39","-15","40"
Running,2021-04-07 16:14:47,false,"Gölcük Koşu","9.01","894","01:00:59","162","177","--","137","230","6:46","5:11","318","321","1.08","--","--","--","--","--","0.0","--","--","8,378","--","24.0","No","00:00:06.2","10","28.0","01:00:49","01:02:42","-14","26"
Treadmill Running,2021-04-06 16:56:21,false,"Koşu Bandı Koşusu","7.10","637","01:00:16","142","171","--","114","237","8:29","2:34","--","--","1.36","--","--","--","--","--","0.0","--","--","6,828","--","24.0","No","00:03:20.0","10","30.0","00:55:08","01:00:16","--","--"
Treadmill Running,2021-04-05 17:59:51,false,"Koşu Bandı Koşusu","9.00","947","01:02:11","159","173","--","130","249","6:55","2:04","--","--","1.85","--","--","--","--","--","0.0","--","--","8,040","--","22.0","No","00:00:32.9","16","29.0","01:00:19","01:02:11","--","--"
Running,2021-03-30 15:24:36,false,"Efeler Koşu","4.69","474","00:30:01","161","176","--","133","150","6:24","4:17","91","68","1.17","--","--","--","--","--","0.0","--","--","4,034","--","21.0","No","00:05:03.9","5","26.0","00:29:42","00:30:32","44","74"
